gene,f_score,p_value,chrom,start,genome_pos,cytoband
E2F8,175.63909615077884,2.8945840193802196e-35,chr11,19224062.0,1827905113.0,11p15.1
C18orf45,175.58796777400855,2.952454653829468e-35,,,,
DLC1,175.5841379798784,2.9568359352939824e-35,chr8,13083360.0,1404433636.0,8p22
SAT2,175.4638920153385,3.097766197647441e-35,chr17,7626233.0,2498406795.0,17p13.1
LMOD1,175.31827153850716,3.277491462097896e-35,chr1,201896455.0,201896455.0,1q32.1
PFKFB1,175.21865831726038,3.406426117492122e-35,chrX,54932960.0,2929934482.0,Xp11.21
CTHRC1,175.19266144070548,3.44090481796431e-35,chr8,103371537.0,1494721813.0,8q22.3
TMED6,174.99268447297527,3.7181051086447126e-35,chr16,69343252.0,2469785469.0,16q22.1
NMT2,174.98482939608357,3.7294395916485533e-35,chr10,15105769.0,1689989398.0,10p13
C16orf13,174.92688260559282,3.8141322650390387e-35,chr16,634426.0,2401076643.0,16p13.3
ABLIM1,174.8458619596037,3.935794503397206e-35,chr10,114431109.0,1789314738.0,10q25.3
HOXA3,174.69815721643255,4.167701102259797e-35,chr7,27107009.0,1259111312.0,7p15.2
ADIPOQ,174.49226291585506,4.5140294838413657e-35,chr3,186842709.0,677992660.0,3q27.3
C20orf20,174.46340776711557,4.564820403182477e-35,chr20,62796472.0,2775825376.0,20q13.33
ERG,174.34273570705835,4.7835169522762695e-35,chr21,38367260.0,2815840331.0,21q22.2
FAM100A,174.21959183563666,5.017537649894683e-35,chr16,4608883.0,2405051100.0,16p13.3
C14orf49,174.07272449853892,5.311713212798279e-35,chr14,95407265.0,2286814575.0,14q32.13
EDN3,174.06504800259998,5.327556658588216e-35,chr20,59300610.0,2772329514.0,20q13.32
GRAMD3,173.9759120557415,5.51503279030941e-35,chr5,126360119.0,1006020184.0,5q23.2
MPL,173.91478762615313,5.647406212722974e-35,chr1,43337817.0,43337817.0,1p34.2
PPP1R1A,173.83513658322278,5.824697873395262e-35,chr12,54579245.0,1998346918.0,12q13.2
DARS2,173.72280870026196,6.084257327236228e-35,chr1,173824672.0,173824672.0,1q25.1
ARHGAP11A,173.64296962140267,6.275771429623107e-35,chr15,32615143.0,2331066171.0,15q13.3
TSC22D1,173.6109390529527,6.354294607227435e-35,chr13,44432142.0,2121475124.0,13q14.11
ECM2,173.57050185522957,6.454836291939319e-35,chr9,92493546.0,1628982458.0,9q22.31
NVL,173.55774416178653,6.486886678674585e-35,chr1,224227333.0,224227333.0,1q42.11
RASSF7,173.3667536070602,6.986243330128545e-35,chr11,560969.0,1809242020.0,11p15.5
TYMS,173.3297413454838,7.087387380629865e-35,chr18,657652.0,2574695655.0,18p11.32
GPM6B,173.2988408282105,7.172954391816447e-35,chrX,13770921.0,2888772443.0,Xp22.2
LOC400120,173.24088091579773,7.336257733243257e-35,,,,
TSEN54,173.19752108648387,7.460859987553503e-35,chr17,75516527.0,2566297089.0,17q25.1
TBX15,173.1790506997886,7.51458088829108e-35,chr1,118883046.0,118883046.0,1p12
EGR3,173.07015053899795,7.839300649698202e-35,chr8,22687658.0,1414037934.0,8p21.3
FLJ25770,172.796220942063,8.719747772269613e-35,,,,
EMP1,172.6992061960634,9.05481535940876e-35,chr12,13196725.0,1956964398.0,12p13.1
CDCA2,172.6649966399929,9.176023912856485e-35,chr8,25458930.0,1416809206.0,8p21.2
LOC401127,172.15102379637187,1.1206001732113911e-34,chr4,39480254.0,728925764.0,4p14
POLG,172.00467320771256,1.1862503484154445e-34,chr15,89316325.0,2387767353.0,15q26.1
ESD,171.96209396554914,1.2060656694341144e-34,chr13,46771255.0,2123814237.0,13q14.2
C15orf42,171.94699851057484,1.2131701875864472e-34,chr15,89575468.0,2388026496.0,15q26.1
ATP8B4,171.88373675670942,1.2434033428946643e-34,chr15,49858237.0,2348309265.0,15q21.2
F12,171.85975063028542,1.2550631254343082e-34,chr5,177402140.0,1057062205.0,5q35.3
EFEMP1,171.71902263926134,1.3257161945495633e-34,chr2,55865966.0,304822388.0,2p16.1
TSPAN17,171.5257734227331,1.4292879478383425e-34,chr5,176647483.0,1056307548.0,5q35.2
MCAM,171.47686392414695,1.4567644414990454e-34,chr11,119308529.0,1927989580.0,11q23.3
SYN2,171.47340829507624,1.45872568259926e-34,chr3,12004359.0,503154310.0,3p25.2
PROX1,171.46259126184185,1.4648820306091447e-34,chr1,213987972.0,213987972.0,1q32.3
C10orf54,171.44484558337786,1.4750382329381007e-34,chr10,71747555.0,1746631184.0,10q22.1
TSHZ2,171.41660523332047,1.4913466416959515e-34,chr20,52972357.0,2766001261.0,20q13.2
PLCXD3,171.28159565854784,1.5718484157400707e-34,chr5,41306951.0,920967016.0,5p13.1
PPP4C,171.27863152673706,1.5736639127696586e-34,chr16,30075993.0,2430518210.0,16p11.2
BLM,171.01355475768463,1.7448277881025978e-34,chr15,90717345.0,2389168373.0,15q26.1
N-PAC,170.9628529210716,1.7796359020377947e-34,chr16,4803202.0,2405245419.0,16p13.3
CABP1,170.9212171417442,1.8087404003869662e-34,chr12,120640618.0,2064408291.0,12q24.31
PRKD1,170.75632740690057,1.9287710980752105e-34,chr14,29576480.0,2220983790.0,14q12
ARL8A,170.69032706611927,1.9790270664533105e-34,chr1,202133403.0,202133403.0,1q32.1
KY,170.34981928847236,2.2599613934586627e-34,chr3,134599922.0,625749873.0,3q22.2
C8orf30A,170.32918689346263,2.278216628428697e-34,chr8,144137773.0,1535488049.0,8q24.3
EHD2,170.2668522041187,2.3342732342960987e-34,chr19,47713421.0,2702124709.0,19q13.33
RUNDC3B,170.22430522515717,2.373327832209059e-34,chr7,87628397.0,1319632700.0,7q21.12
JMJD4,170.01056005299114,2.579676956488838e-34,chr1,227731188.0,227731188.0,1q42.13
HM13,169.91814133217142,2.6743850406377175e-34,chr20,31514409.0,2744543313.0,20q11.21
PVRL3,169.89985507837883,2.6935337855013783e-34,chr3,111071815.0,602221766.0,3q13.13
ARF1,169.6868250915328,2.9270132983533336e-34,chr1,228082659.0,228082659.0,1q42.13
ADIPOR1,169.6128888700646,3.012708597592385e-34,chr1,202940824.0,202940824.0,1q32.1
CENPK,169.53887162105164,3.101019869188846e-34,chr5,65516291.0,945176356.0,5q12.3
ARMC9,169.509283472535,3.137044582676188e-34,chr2,231198630.0,480155052.0,2q37.1
CBX7,169.42806146335943,3.238109002678459e-34,chr22,39130773.0,2863313827.0,22q13.1
RUVBL1,169.3301556635544,3.3642859453106876e-34,chr3,128064784.0,619214735.0,3q21.3
CYYR1,169.21031549399632,3.525466929754406e-34,chr21,26466215.0,2803939286.0,21q21.3
LOH3CR2A,169.18598222651286,3.559129063765436e-34,chr3,8571781.0,499721732.0,3p25.3
HADH,168.9419952526914,3.915012477785421e-34,chr4,107989888.0,797435398.0,4q25
CLDN7,168.9135027962802,3.9588353577917365e-34,chr17,7259902.0,2498040464.0,17p13.1
AIFM2,168.77012222843612,4.1869476219855035e-34,chr10,70112266.0,1744995895.0,10q22.1
PTPRZ1,168.68664516249393,4.325784054249821e-34,chr7,121873160.0,1353877463.0,7q31.32
HBB,168.62191050062086,4.4366215059692756e-34,chr11,5225463.0,1813906514.0,11p15.4
CUGBP2,168.56792172070905,4.531236625157218e-34,chr10,10462549.0,1685346178.0,10p14
DMRT2,168.52199683790764,4.613311928080662e-34,chr9,1050353.0,1537539265.0,9p24.3
AXUD1,168.35130837791579,4.931654766841641e-34,chr3,39141850.0,530291801.0,3p22.2
CTXN1,168.3421932502844,4.949261958740481e-34,chr19,7924490.0,2662335778.0,19p13.2
PDE11A,167.9864115183878,5.688111926850099e-34,chr2,177623244.0,426579666.0,2q31.2
CRIM1,167.79371867031492,6.133497622655517e-34,chr2,36355777.0,285312199.0,2p22.2
C1orf67,167.698599236662,6.366092092982055e-34,chr1,224929653.0,224929653.0,1q42.12
SH3BGRL2,167.6356771766408,6.524798703859866e-34,chr6,79631328.0,1140829652.0,6q14.1
NRXN1,167.50938487349984,6.855426047935308e-34,chr2,49918502.0,298874924.0,2p16.3
CLDN5,167.41378374208264,7.116841694910921e-34,chr22,19523023.0,2843706077.0,22q11.21
SLC20A1,167.2405623887582,7.6162556667640094e-34,chr2,112645938.0,361602360.0,2q14.1
PCDH18,166.96330301319048,8.489860786151617e-34,chr4,137518919.0,826964429.0,4q28.3
UBFD1,166.84576850007738,8.889910356514827e-34,chr16,23557726.0,2423999943.0,16p12.2
GFRA2,166.84457162599918,8.894079950592055e-34,chr8,21690397.0,1413040673.0,8p21.3
HIST2H2AC,166.81726281950253,8.989751691462356e-34,chr1,149886917.0,149886917.0,1q21.2
ZBTB16,166.78875195161424,9.090736741915111e-34,chr11,114059710.0,1922740761.0,11q23.2
SIRT6,166.7813114590406,9.11727763844332e-34,chr19,4174108.0,2658585396.0,19p13.3
PPWD1,166.70893677561335,9.37953620664704e-34,chr5,65563238.0,945223303.0,5q12.3
GSG2,166.66669394299464,9.536093371703628e-34,chr17,3723902.0,2494504464.0,17p13.2
DNMT1,166.60711953093832,9.761350700471479e-34,chr19,10133345.0,2664544633.0,19p13.2
C6orf125,166.4059457401094,1.0562221794502157e-33,chr6,33696764.0,1094895088.0,6p21.31
AURKB,166.36476596185486,1.0734118381505148e-33,chr17,8204730.0,2498985292.0,17p13.1
PDLIM3,166.05979556966898,1.2097666306351889e-33,chr4,185500660.0,874946170.0,4q35.1
CCL11,165.9849668427164,1.2457988444487623e-33,chr17,34285741.0,2525066303.0,17q12
MRAS,165.90149706746655,1.2872642091906879e-33,chr3,138347647.0,629497598.0,3q22.3
MAP3K15,165.8554851407772,1.3107108663093016e-33,chrX,19360057.0,2894361579.0,Xp22.12
MYEOV,165.84550882429798,1.3158508430240362e-33,chr11,69294154.0,1877975205.0,11q13.3
RAPGEF3,165.80185251181533,1.338582336417218e-33,chr12,47734362.0,1991502035.0,12q13.11
ARF3,165.78247581690604,1.3487974933029827e-33,chr12,48935722.0,1992703395.0,12q13.12
HMG4L,165.7563059170137,1.3627182300398638e-33,chr20,34833574.0,2747862478.0,20q11.22
TGFBR3,165.74988020063643,1.3661582954068072e-33,chr1,91680342.0,91680342.0,1p22.1
SDHD,165.7184496166707,1.3831109181499701e-33,chr11,112086872.0,1920767923.0,11q23.1
MMP9,165.68286494465218,1.402559058400367e-33,chr20,46008907.0,2759037811.0,20q13.12
SEMA3A,165.63785990398898,1.427549231454047e-33,chr7,83955776.0,1315960079.0,7q21.11
DFNB59,165.1575170033194,1.7237819830873e-33,chr2,178451377.0,427407799.0,2q31.2
HIST1H2AI,165.03902058077747,1.8058947743926284e-33,chr6,27808172.0,1089006496.0,6p22.1
RABEP2,165.01293048035433,1.8244949485854954e-33,chr16,28904420.0,2429346637.0,16p11.2
SC65,165.00667329212413,1.8289843355331485e-33,chr17,41801952.0,2532582514.0,17q21.2
LRIG3,165.00421076319807,1.8307541809462616e-33,chr12,58872154.0,2002639827.0,12q14.1
PFDN5,164.9171501111368,1.8944424249438843e-33,chr12,53295450.0,1997063123.0,12q13.13
MND1,164.8932542292179,1.912308852118385e-33,chr4,153344648.0,842790158.0,4q31.3
PRSS8,164.38556160192073,2.334541150201796e-33,chr16,31131432.0,2431573649.0,16p11.2
ZMYND19,163.99248738985838,2.7247417631501534e-33,chr9,137582080.0,1674070992.0,9q34.3
FBLN5,163.97063049074544,2.748266391380148e-33,chr14,91869410.0,2283276720.0,14q32.12
FLJ44635,163.95433611164427,2.7659365803235973e-33,chrX,72144183.0,2947145705.0,Xq13.1
FHL5,163.8131263148713,2.9239244238858816e-33,chr6,96562524.0,1157760848.0,6q16.1
HIST1H2BB,163.70462337425207,3.0514458911735356e-33,chr6,26043226.0,1087241550.0,6p22.2
PTPRB,163.56703911384497,3.22120365591619e-33,chr12,70515869.0,2014283542.0,12q15
PDE1C,163.51907347710366,3.282587616896666e-33,chr7,31751178.0,1263755481.0,7p14.3
CUGBP1,163.48901754426615,3.321648485024806e-33,chr11,47465936.0,1856146987.0,11p11.2
RUNX1T1,163.02188395067355,3.992327428687868e-33,chr8,91954966.0,1483305242.0,8q21.3
ACAD11,162.78321298713217,4.3858606345031524e-33,chr3,132558137.0,623708088.0,3q22.1
LRRIQ2,162.76225567539126,4.422222238195538e-33,chr3,101724613.0,592874564.0,3q12.3
MOCS1,162.75525575780597,4.4344345900149845e-33,chr6,39904169.0,1101102493.0,6p21.2
SUCLG1,162.70191901888052,4.528606336779537e-33,chr2,84423527.0,333379949.0,2p11.2
MBOAT2,162.66415112529705,4.5965008326344724e-33,chr2,8852689.0,257809111.0,2p25.1
HIST1H4H,162.51037259580434,4.883656337783242e-33,chr6,26285125.0,1087483449.0,6p22.2
BDH2,162.40134718031376,5.098085661661198e-33,chr4,103077591.0,792523101.0,4q24
APEX2,162.27979299073317,5.3483154522641926e-33,chrX,55000362.0,2930001884.0,Xp11.21
FLJ11506,162.16245985118357,5.601541399613127e-33,,,,
TMEM54,162.15708968875288,5.613414874867844e-33,chr1,32894594.0,32894594.0,1p35.1
CYTL1,162.11448541031396,5.708512714627615e-33,chr4,5014585.0,694460095.0,4p16.2
PLAC1,162.0568931761024,5.839640547625333e-33,chrX,134565840.0,3009567362.0,Xq26.3
C9orf140,161.94134387119112,6.1119139264998106e-33,chr9,137062126.0,1673551038.0,9q34.3
C8orf79,161.4434436856417,7.438625550179117e-33,chr8,12945672.0,1404295948.0,8p22
FTO,161.40297681819808,7.558389648110331e-33,chr16,53703962.0,2454146179.0,16q12.2
CDH13,161.21780341711604,8.131589838211662e-33,chr16,82626968.0,2483069185.0,16q23.3
RBP7,161.2154537247776,8.139136805130636e-33,chr1,9997227.0,9997227.0,1p36.22
DRD5,161.1922441033514,8.214062345871402e-33,chr4,9781633.0,699227143.0,4p16.1
PHTF2,161.01774483918487,8.799999277494104e-33,chr7,77798772.0,1309803075.0,7q11.23
SLCO1C1,161.01239307227263,8.818617725904654e-33,chr12,20695331.0,1964463004.0,12p12.2
C4orf20,160.97371373548788,8.954361075420578e-33,chr4,185399537.0,874845047.0,4q35.1
POGK,160.7580758820631,9.750484186846581e-33,chr1,166839474.0,166839474.0,1q24.1
RPL26,160.49299986708255,1.082713710838873e-32,chr17,8377515.0,2499158077.0,17p13.1
BCL2L2,160.47834933993508,1.0890007341152166e-32,chr14,23306832.0,2214714142.0,14q11.2
HELLS,160.4122842835171,1.1178096249122169e-32,chr10,94545766.0,1769429395.0,10q23.33
AVPI1,160.40142866745398,1.1226160444859326e-32,chr10,97677423.0,1772561052.0,10q24.2
ATP6AP1,160.19491745573785,1.2181052842751679e-32,chrX,154428676.0,3029430198.0,Xq28
KLHL10,160.1537059331825,1.2381155362408364e-32,chr17,41835684.0,2532616246.0,17q21.2
NACA2,159.9978773947759,1.3168059966304965e-32,chr17,61590422.0,2552370984.0,17q23.2
CBX4,159.76690303368557,1.4427724740760279e-32,chr17,79833155.0,2570613717.0,17q25.3
TIGD3,159.7619644843673,1.4455939240407184e-32,chr11,65354750.0,1874035801.0,11q13.1
OSTN,159.71504118795113,1.4726795155960886e-32,chr3,191199240.0,682349191.0,3q28
EFNB1,159.67542159598577,1.4959453467462278e-32,chrX,68829020.0,2943830542.0,Xq13.1
GHR,159.44256267530466,1.6403378193830894e-32,chr5,42423438.0,922083503.0,5p13.1
PRR14,159.21718969123341,1.793397656144273e-32,chr16,30650777.0,2431092994.0,16p11.2
TEK,159.15126720765144,1.8408204789496065e-32,chr9,27109140.0,1563598052.0,9p21.2
TIGD5,159.11898742784143,1.8644985936093486e-32,chr8,143597830.0,1534948106.0,8q24.3
SYNGR4,159.0386540393291,1.9247607008541338e-32,chr19,48364366.0,2702775654.0,19q13.33
SDC1,158.93923630552152,2.0020522919187347e-32,chr2,20200796.0,269157218.0,2p24.1
RUVBL2,158.93109145464183,2.0085208223316407e-32,chr19,48993447.0,2703404735.0,19q13.33
PCCA,158.876185545459,2.0526769923689617e-32,chr13,100089014.0,2177131996.0,13q32.3
ADD3,158.75163382287843,2.1564887725219378e-32,chr10,109996372.0,1784880001.0,10q25.1
PVRL2,158.54334638811878,2.3420007372946804e-32,chr19,44846296.0,2699257584.0,19q13.32
CDADC1,158.5330148848788,2.3516085331067328e-32,chr13,49247924.0,2126290906.0,13q14.2
EIF1B,158.51787247764935,2.3657617489509068e-32,chr3,40309706.0,531459657.0,3p22.1
NR3C2,158.48613460366641,2.395704270364145e-32,chr4,148078763.0,837524273.0,4q31.23
DHTKD1,158.40743651784717,2.471601552196196e-32,chr10,12068953.0,1686952582.0,10p14
CHST7,158.3767971525062,2.5017989280526165e-32,chrX,46573764.0,2921575286.0,Xp11.3
GEMIN7,158.36048972713508,2.5180217906622855e-32,chr19,45075626.0,2699486914.0,19q13.32
FBXW7,158.34970732175614,2.528806215875833e-32,chr4,152320543.0,841766053.0,4q31.3
C4BPA,158.3423951948813,2.5361460744718316e-32,chr1,207104232.0,207104232.0,1q32.2
BRCA2,158.3212426451022,2.5574994402431794e-32,chr13,32315507.0,2109358489.0,13q13.1
MAD2L1,158.23087672533853,2.650773918759201e-32,chr4,120055622.0,809501132.0,4q27
CYP11A1,158.0828029515725,2.811051758296072e-32,chr15,74337761.0,2372788789.0,15q24.1
GMIP,158.05759650515532,2.839288638635556e-32,chr19,19629475.0,2674040763.0,19p13.11
HIST1H2BF,158.04985935777506,2.8480129417363937e-32,chr6,26158120.0,1087356444.0,6p22.2
SEMA6D,157.87957724173248,3.046981624038779e-32,chr15,47184088.0,2345635116.0,15q21.1
HIST1H2BM,157.75284839204198,3.204062332203558e-32,chr6,27815021.0,1089013345.0,6p22.1
LCA5,157.726595615869,3.2376053164990253e-32,chr6,79484990.0,1140683314.0,6q14.1
LAMC1,157.69517308964228,3.278217288754971e-32,chr1,183023419.0,183023419.0,1q25.3
EVPL,157.5591411189888,3.4600118528881445e-32,chr17,76006844.0,2566787406.0,17q25.1
TMEM97,157.49715224954673,3.5461771817916274e-32,chr17,28319199.0,2519099761.0,17q11.2
ESPL1,157.49319043754576,3.5517567986463663e-32,chr12,53268298.0,1997035971.0,12q13.13
C16orf33,157.37497428795447,3.7223622226828087e-32,chr16,53827.0,2400496044.0,16p13.3
LETMD1,157.31374821497252,3.813929820180697e-32,chr12,51048219.0,1994815892.0,12q13.12
RAB11FIP4,157.28025545376096,3.864973410927153e-32,chr17,31391674.0,2522172236.0,17q11.2
KIAA1211,157.27115738645463,3.8789570548106334e-32,chr4,56170194.0,745615704.0,4q12
FEZ2,157.1468545780726,4.0751736739672414e-32,chr2,36552260.0,285508682.0,2p22.2
CYB561,157.13318320960323,4.0973535398650577e-32,chr17,63432303.0,2554212865.0,17q23.3
ALG3,157.09869168685498,4.153851009589409e-32,chr3,184242300.0,675392251.0,3q27.1
IFNGR1,156.9706803547442,4.3704561794240815e-32,chr6,137197483.0,1198395807.0,6q23.3
PLEKHK1,156.94815162223676,4.4097331250716595e-32,chr10,62193085.0,1737076714.0,10q21.2
HIST1H2BI,156.92360597991924,4.452929696612633e-32,chr6,26158120.0,1087356444.0,6p22.2
ZDHHC16,156.87098664003693,4.546967916567776e-32,chr10,97446130.0,1772329759.0,10q24.1
M6PRBP1,156.80708343634757,4.663855935389358e-32,chr19,4838340.0,2659249628.0,19p13.3
MAGIX,156.75362301786822,4.7639560022219746e-32,chrX,49162842.0,2924164364.0,Xp11.23
CFHR3,156.60448803389468,5.054742795420235e-32,chr1,196774799.0,196774799.0,1q31.3
RPS27A,156.52129648934365,5.224623459662753e-32,chr2,55231902.0,304188324.0,2p16.1
NRG1,156.50675919464027,5.254891959209314e-32,chr8,31639751.0,1422990027.0,8p12
CXorf39,156.3101962854123,5.681864573670549e-32,chrX,104166452.0,2979167974.0,Xq22.2
RP5-1103G7.6,156.25151517898493,5.815956144514777e-32,,,,
TMED3,156.249575220703,5.820442942611608e-32,chr15,79311061.0,2377762089.0,15q25.1
LRCH2,156.10687740113843,6.160185120875329e-32,chrX,115110619.0,2990112141.0,Xq23
METRN,155.95690378112218,6.538723140127665e-32,chr16,715117.0,2401157334.0,16p13.3
PTN,155.7595769293668,7.072579383191903e-32,chr7,137227345.0,1369231648.0,7q33
LMNB1,155.74923179231996,7.101744364342151e-32,chr5,126776622.0,1006436687.0,5q23.2
ING3,155.74798003346257,7.105281494473917e-32,chr7,120950776.0,1352955079.0,7q31.31
ZNHIT2,155.73338080217465,7.14666573043207e-32,chr11,65116402.0,1873797453.0,11q13.1
DBNDD1,155.61309745564026,7.496968880327697e-32,chr16,90004864.0,2490447081.0,16q24.3
FLJ45803,155.59422066971473,7.553487302879792e-32,,,,
THYN1,155.507527131283,7.818595083977165e-32,chr11,134248281.0,1942929332.0,11q25
LOC401152,155.49801018130503,7.848260753310812e-32,,,,
CMTM5,155.4847585963174,7.889756034157385e-32,chr14,23377045.0,2214784355.0,14q11.2
SKIL,155.47943185452334,7.906497869268065e-32,chr3,170357714.0,661507665.0,3q26.2
GPR124,155.41223530684078,8.120782088164392e-32,chr8,37796882.0,1429147158.0,8p11.23
PALM2-AKAP2,155.36014311019346,8.290902110250673e-32,chr9,109640787.0,1646129699.0,9q31.3
LRRC34,155.29772111323737,8.499473794327625e-32,chr3,169793002.0,660942953.0,3q26.2
TCEAL2,155.21216590062488,8.793921999291501e-32,chrX,102125678.0,2977127200.0,Xq22.1
CFI,155.14284853105673,9.039976625280043e-32,chr4,109730981.0,799176491.0,4q25
IGF1,155.11662405333888,9.134856216159749e-32,chr12,102395873.0,2046163546.0,12q23.2
COPB2,155.10211193374906,9.187789588236982e-32,chr3,139357405.0,630507356.0,3q23
FNDC1,155.08197876378117,9.261736015971569e-32,chr6,159169399.0,1220367723.0,6q25.3
VAV2,155.0663636561832,9.319499194356869e-32,chr9,133761893.0,1670250805.0,9q34.2
BCL6,155.06630986891912,9.319698786899551e-32,chr3,187721376.0,678871327.0,3q27.3
SEPHS2,154.94503379696565,9.780814498810709e-32,chr16,30443630.0,2430885847.0,16p11.2
SPARCL1,154.93729107106134,9.811019692456704e-32,chr4,87473329.0,776918839.0,4q22.1
ARFGAP1,154.86031728071387,1.011644098657035e-31,chr20,63272784.0,2776301688.0,20q13.33
GALE,154.85321227088397,1.0145109215508045e-31,chr1,23795598.0,23795598.0,1p36.11
GPR68,154.58006532157225,1.131131072388456e-31,chr14,91232531.0,2282639841.0,14q32.11
F3,154.5141192781707,1.1612472858607117e-31,chr1,94529172.0,94529172.0,1p21.3
KRT14,154.50878543672206,1.1637180324185995e-31,chr17,41582278.0,2532362840.0,17q21.2
ECGF1,154.49326119296776,1.1709392473219113e-31,chr22,50525752.0,2874708806.0,22q13.33
DRAP1,154.42789486094173,1.2018414613454935e-31,chr11,65919425.0,1874600476.0,11q13.1
MGC14376,154.2960198773005,1.2666996292989245e-31,,,,
EGFLAM,154.26712306558701,1.2813742691419732e-31,chr5,38258558.0,917918623.0,5p13.2
RAB10,154.25762050612252,1.2862371233363225e-31,chr2,26034083.0,274990505.0,2p23.3
KLF6,154.20800870379017,1.3119279024508356e-31,chr10,3775995.0,1678659624.0,10p15.2
HIST1H2BO,153.9241984736783,1.4691134417305263e-31,chr6,27893424.0,1089091748.0,6p22.1
OGN,153.9132301087999,1.4755537474313055e-31,chr9,92383267.0,1628872179.0,9q22.31
CCNA2,153.88631812204272,1.4914759806123606e-31,chr4,121816443.0,811261953.0,4q27
GPR172A,153.8125383476702,1.5360169827187056e-31,chr8,144358551.0,1535708827.0,8q24.3
GSK3A,153.6505251106799,1.6385651523110032e-31,chr19,42230190.0,2696641478.0,19q13.2
IDH2,153.61862211850402,1.6595541832127404e-31,chr15,90083045.0,2388534073.0,15q26.1
CSGlcA-T,153.31301720519474,1.8748001058878563e-31,,,,
TPT1,153.31086238889554,1.8764132648968734e-31,chr13,45333470.0,2122376452.0,13q14.13
TUFT1,153.28542383902078,1.8955629252812538e-31,chr1,151540308.0,151540308.0,1q21.3
NFKBIE,153.0915392187257,2.0481075711236503e-31,chr6,44258165.0,1105456489.0,6p21.1
CXCL12,153.03305078593309,2.0965002444806296e-31,chr10,44370164.0,1719253793.0,10q11.21
FAT2,153.01268503561107,2.113618602899426e-31,chr5,151504091.0,1031164156.0,5q33.1
AK5,152.9050823448672,2.206419522882705e-31,chr1,77282018.0,77282018.0,1p31.1
TRPC1,152.78894249146532,2.3111774421415308e-31,chr3,142724033.0,633873984.0,3q23
PKP3,152.74270815582014,2.3542568151538486e-31,chr11,392595.0,1809073646.0,11p15.5
CANT1,152.73440838142258,2.3620751046879594e-31,chr17,78991715.0,2569772277.0,17q25.3
ACOT7,152.6602595754427,2.4330888271222954e-31,chr1,6264271.0,6264271.0,1p36.31
PPP1R11,152.65546369069958,2.437755024188173e-31,chr6,30067197.0,1091265521.0,6p22.1
RPL13,152.61888110460387,2.473645131839249e-31,chr16,89560656.0,2490002873.0,16q24.3
PRDM16,152.58121507514983,2.5111523079098897e-31,chr1,3069202.0,3069202.0,1p36.32
PDZD11,152.57320043545926,2.519206493014581e-31,chrX,70286595.0,2945288117.0,Xq13.1
COL17A1,152.53454227665992,2.558420975079516e-31,chr10,104031285.0,1778914914.0,10q25.1
N4BP3,152.48558587196217,2.6089622198571717e-31,chr5,178113531.0,1057773596.0,5q35.3
SLC27A6,152.48354809641592,2.6110875479261955e-31,chr5,128965126.0,1008625191.0,5q23.3
SAMD4B,152.29579696072372,2.8145489113409735e-31,chr19,39342420.0,2693753708.0,19q13.2
NACA,152.29105127640855,2.8198928343424784e-31,chr12,56712426.0,2000480099.0,12q13.3
STX6,152.27558095415412,2.8373841353808115e-31,chr1,180972712.0,180972712.0,1q25.3
DHRS3,152.21636009034017,2.9053534215310756e-31,chr1,12567909.0,12567909.0,1p36.21
PLD5,152.13483857291632,3.0015986278039883e-31,chr1,242082985.0,242082985.0,1q43
CEP68,152.10250661141407,3.0406504141599737e-31,chr2,65056415.0,314012837.0,2p14
PIP5K1A,152.0280789486889,3.132495826286044e-31,chr1,151198551.0,151198551.0,1q21.3
MTL5,151.93769140193146,3.2477879786429978e-31,chr11,68707439.0,1877388490.0,11q13.3
PPM1G,151.63741727631285,3.662258738708213e-31,chr2,27381198.0,276337620.0,2p23.3
NCLN,151.6337192583854,3.667680969119038e-31,chr19,3185929.0,2657597217.0,19p13.3
ABCG2,151.4385362250488,3.965602316289884e-31,chr4,88090263.0,777535773.0,4q22.1
CLEC5A,151.2059643975952,4.352472127582481e-31,chr7,141927356.0,1373931659.0,7q34
GULP1,151.00175651730208,4.723275581376402e-31,chr2,188291873.0,437248295.0,2q32.1
COPG,150.94435667300965,4.833098936236465e-31,chr3,129249605.0,620399556.0,3q21.3
RASL10A,150.85509609418602,5.008994685777741e-31,chr22,29312932.0,2853495986.0,22q12.2
UBN1,150.84867432327786,5.021894319917222e-31,chr16,4847480.0,2405289697.0,16p13.3
NAT14,150.80450716431875,5.111522125502028e-31,chr19,55485187.0,2709896475.0,19q13.42
SLC12A8,150.75525458108137,5.21336420532104e-31,chr3,125082643.0,616232594.0,3q21.2
ANGPTL2,150.61656414158224,5.511215251678456e-31,chr9,127087347.0,1663576259.0,9q33.3
ZNF672,150.51279861610024,5.745178347630235e-31,chr1,248838223.0,248838223.0,1q44
SF3B4,150.47077414720752,5.842744534584224e-31,chr1,149923316.0,149923316.0,1q21.2
TDRKH,150.396892998396,6.018319457491291e-31,chr1,151771567.0,151771567.0,1q21.3
GRAMD1A,150.33233559761268,6.176066292467071e-31,chr19,34994726.0,2689406014.0,19q13.11
CDS1,150.29029016177162,6.281029389609146e-31,chr4,84583126.0,774028636.0,4q21.23
IL4I1,150.23864988680302,6.412398005350859e-31,chr19,49889655.0,2704300943.0,19q13.33
HIST2H2AA3,150.08565489492653,6.818015124635463e-31,chr1,149842217.0,149842217.0,1q21.2
